Model,Scenario,Episode Number,Reward
Baseline FL,Moon - Wind=7,5,276.01474186387134
Baseline FL,Moon - Wind=7,6,278.96443799890693
Baseline FL,Moon - Wind=7,7,275.71083027157806
Baseline FL,Moon - Wind=7,8,257.689332112673
Baseline FL,Moon - Wind=7,9,300.20650319999015
Baseline FL,Moon - Wind=7,10,-686.3284921636455
Baseline FL,Moon - Wind=7,11,295.8707926300543
Baseline FL,Moon - Wind=7,12,306.35307528432065
Baseline FL,Moon - Wind=7,13,187.09431123220529
Baseline FL,Moon - Wind=7,14,-217.91522935269677
Baseline FL,Moon - Wind=7,15,-188.96772633296712
Baseline FL,Moon - Wind=7,16,-112.0285983450095
Baseline FL,Moon - Wind=7,17,252.72064874674197
Baseline FL,Moon - Wind=7,18,306.98453121469583
Baseline FL,Moon - Wind=7,19,289.63541646758307
Baseline FL,Moon - Wind=7,20,-207.51929315213823
Baseline FL,Moon - Wind=7,21,-284.03303500183335
Baseline FL,Moon - Wind=7,22,-74.99109190185939
Baseline FL,Moon - Wind=7,23,286.7278483171905
Baseline FL,Moon - Wind=7,24,267.9248636281708
Baseline FL,Moon - Wind=7,25,306.0039265856804
Baseline FL,Moon - Wind=7,26,-117.8246421077224
Baseline FL,Moon - Wind=7,27,271.68181534562063
Baseline FL,Moon - Wind=7,28,255.02126953283982
Baseline FL,Moon - Wind=7,29,288.64345187923266
Baseline FL,Moon - Wind=7,30,-173.3640748043207
Baseline FL,Moon - Wind=7,31,177.9243682079882
Baseline FL,Moon - Wind=7,32,242.90384726134212
Baseline FL,Moon - Wind=7,33,309.65718170426663
Baseline FL,Moon - Wind=7,34,153.85624318818833
Baseline FL,Moon - Wind=7,35,238.32067957142488
Baseline FL,Moon - Wind=7,36,146.18145370643737
Baseline FL,Moon - Wind=7,37,176.9312807057284
Baseline FL,Moon - Wind=7,38,-670.1026978982657
Baseline FL,Moon - Wind=7,39,-169.8029451160932
Baseline FL,Moon - Wind=7,40,23.396974285869504
Baseline FL,Moon - Wind=7,41,-182.45531530962256
Baseline FL,Moon - Wind=7,42,276.537279055079
Baseline FL,Moon - Wind=7,43,264.5861759905435
Baseline FL,Moon - Wind=7,44,-466.078196718178
Baseline FL,Moon - Wind=7,45,277.28905891451564
Baseline FL,Moon - Wind=7,46,279.4209335885357
Baseline FL,Moon - Wind=7,47,-221.63728446208262
Baseline FL,Moon - Wind=7,48,262.7469519716266
Baseline FL,Moon - Wind=7,49,309.4794253028339
Baseline FL,Moon - Wind=7,50,229.04386003670862
Baseline FL,Moon - Wind=7,51,303.71704257182944
Baseline FL,Moon - Wind=7,52,250.1169186573215
Baseline FL,Moon - Wind=7,53,277.41084740139206
Baseline FL,Moon - Wind=7,54,-577.1465674112924
Baseline FL,Moon - Wind=7,55,-204.635846933275
Baseline FL,Moon - Wind=7,56,10.234106971615518
Baseline FL,Moon - Wind=7,57,302.92551380880826
Baseline FL,Moon - Wind=7,58,269.3405743786245
Baseline FL,Moon - Wind=7,59,170.94188865453688
Baseline FL,Moon - Wind=7,60,278.92474903241833
Baseline FL,Moon - Wind=7,61,147.09879378856456
Baseline FL,Moon - Wind=7,62,185.44070468723797
Baseline FL,Moon - Wind=7,63,148.94432081466167
Baseline FL,Moon - Wind=7,64,-8.790699461951206
Baseline FL,Moon - Wind=7,65,253.26019465559244
Baseline FL,Moon - Wind=7,66,275.60117050128395
Baseline FL,Moon - Wind=7,67,28.085880525900592
Baseline FL,Moon - Wind=7,68,265.8533153800526
Baseline FL,Moon - Wind=7,69,228.16387234755325
Baseline FL,Moon - Wind=7,70,273.30393964766006
Baseline FL,Moon - Wind=7,71,173.44265153164082
Baseline FL,Moon - Wind=7,72,97.77131962507792
Baseline FL,Moon - Wind=7,73,304.9486766591803
Baseline FL,Moon - Wind=7,74,296.0327883118777
Baseline FL,Moon - Wind=7,75,117.72287865624595
Baseline FL,Moon - Wind=7,76,96.47125430223812
Baseline FL,Moon - Wind=7,77,259.0806049337013
Baseline FL,Moon - Wind=7,78,259.17374794352594
Baseline FL,Moon - Wind=7,79,266.3850242363352
Baseline FL,Moon - Wind=7,80,295.09731763923236
Baseline FL,Moon - Wind=7,81,193.77036588688745
Baseline FL,Moon - Wind=7,82,-152.74189121941006
Baseline FL,Moon - Wind=7,83,290.1317069664343
Baseline FL,Moon - Wind=7,84,285.58873131657225
Baseline FL,Moon - Wind=7,85,258.101461531674
Baseline FL,Moon - Wind=7,86,-214.33800514092968
Baseline FL,Moon - Wind=7,87,-120.83435991854421
Baseline FL,Moon - Wind=7,88,8.526647057137296
Baseline FL,Moon - Wind=7,89,295.06292751157207
Baseline FL,Moon - Wind=7,90,246.8410597566053
Baseline FL,Moon - Wind=7,91,78.30415673359984
Baseline FL,Moon - Wind=7,92,172.41850503243896
Baseline FL,Moon - Wind=7,93,307.58683464107867
Baseline FL,Moon - Wind=7,94,257.26025141995615
Baseline FL,Moon - Wind=7,95,283.8093719638511
Baseline FL,Moon - Wind=7,96,288.27632507385704
Baseline FL,Moon - Wind=7,97,233.72489854557054
Baseline FL,Moon - Wind=7,98,237.96376648231671
Baseline FL,Moon - Wind=7,99,92.1880872086589
Baseline FL,Moon - Wind=7,100,-79.1411250500831
Baseline FL,Moon - Wind=7,101,-468.62208474616745
Baseline FL,Moon - Wind=7,102,-638.2648702617696
Baseline FL,Moon - Wind=7,103,266.67081105437535
Baseline FL,Moon - Wind=7,104,25.43889792697641
Baseline FL,Moon - Wind=7,105,-132.38113875927576
Baseline FL,Moon - Wind=7,106,261.89215045185347
Baseline FL,Moon - Wind=7,107,103.08402060551441
Baseline FL,Moon - Wind=7,108,49.7399352421576
Baseline FL,Moon - Wind=7,109,291.5156948315729
Baseline FL,Moon - Wind=7,110,257.8047247939057
Baseline FL,Moon - Wind=7,111,112.73887939164051
Baseline FL,Moon - Wind=7,112,27.564043104364345
Baseline FL,Moon - Wind=7,113,-100.70718105027218
Baseline FL,Moon - Wind=7,114,280.44144074315284
Baseline FL,Moon - Wind=7,115,169.26346076574848
Baseline FL,Moon - Wind=7,116,289.60907392455135
Baseline FL,Moon - Wind=7,117,245.68897974598414
Baseline FL,Moon - Wind=7,118,264.23915232495705
Baseline FL,Moon - Wind=7,119,-133.028846972768
Baseline FL,Moon - Wind=7,120,132.48569847603193
Baseline FL,Moon - Wind=7,121,258.06342648841417
Baseline FL,Moon - Wind=7,122,-219.086276561278
Baseline FL,Moon - Wind=7,123,264.58252900441994
Baseline FL,Moon - Wind=7,124,294.23841547990605
Baseline FL,Moon - Wind=7,125,12.707699237634287
Baseline FL,Moon - Wind=7,126,-83.22014391834036
Baseline FL,Moon - Wind=7,127,266.5040428920438
Baseline FL,Moon - Wind=7,128,177.61485513691193
Baseline FL,Moon - Wind=7,129,94.02852347537981
Baseline FL,Moon - Wind=7,130,-127.08949874580296
Baseline FL,Moon - Wind=7,131,300.3713845979857
Baseline FL,Moon - Wind=7,132,272.5711517952132
Baseline FL,Moon - Wind=7,133,243.8081172186809
Baseline FL,Moon - Wind=7,134,275.591482082145
Baseline FL,Moon - Wind=7,135,286.1303830152866
Baseline FL,Moon - Wind=7,136,271.6018398128349
Baseline FL,Moon - Wind=7,137,302.6213655731427
Baseline FL,Moon - Wind=7,138,224.3867724355495
Baseline FL,Moon - Wind=7,139,-242.74901200396266
Baseline FL,Moon - Wind=7,140,226.5964359494049
Baseline FL,Moon - Wind=7,141,135.47803320090463
Baseline FL,Moon - Wind=7,142,253.5661304931739
Baseline FL,Moon - Wind=7,143,163.09085806698357
Baseline FL,Moon - Wind=7,144,-123.36541706355848
Baseline FL,Moon - Wind=7,145,126.50720782556519
Baseline FL,Moon - Wind=7,146,290.8673208514332
Baseline FL,Moon - Wind=7,147,228.52706352655116
Baseline FL,Moon - Wind=7,148,310.9454346868236
Baseline FL,Moon - Wind=7,149,238.74258459969388
Baseline FL,Moon - Wind=7,150,-131.73778462545675
Baseline FL,Moon - Wind=7,151,268.79661019333423
Baseline FL,Moon - Wind=7,152,200.46296963209716
Baseline FL,Moon - Wind=7,153,-0.1542398773018192
Baseline FL,Moon - Wind=7,154,190.08724782643742
Baseline FL,Moon - Wind=7,155,319.8161804031736
Baseline FL,Moon - Wind=7,156,279.32256867887713
Baseline FL,Moon - Wind=7,157,170.19805356643292
Baseline FL,Moon - Wind=7,158,241.10262076173615
Baseline FL,Moon - Wind=7,159,292.36283715691104
Baseline FL,Moon - Wind=7,160,-5.90705820389816
Baseline FL,Moon - Wind=7,161,252.67276906173475
Baseline FL,Moon - Wind=7,162,265.3653608384027
Baseline FL,Moon - Wind=7,163,292.13326811436576
Baseline FL,Moon - Wind=7,164,152.78213803384747
Baseline FL,Moon - Wind=7,165,303.43437773234217
Baseline FL,Moon - Wind=7,166,-182.11751899197537
Baseline FL,Moon - Wind=7,167,255.13267393237814
Baseline FL,Moon - Wind=7,168,296.27569354878295
Baseline FL,Moon - Wind=7,169,290.8058822545969
Baseline FL,Moon - Wind=7,170,181.74640243669438
Baseline FL,Moon - Wind=7,171,293.2669843260553
Baseline FL,Moon - Wind=7,172,13.021064577549836
Baseline FL,Moon - Wind=7,173,275.69748962590234
Baseline FL,Moon - Wind=7,174,281.8387507637948
Baseline FL,Moon - Wind=7,175,-168.50660731004643
Baseline FL,Moon - Wind=7,176,247.9718166937571
Baseline FL,Moon - Wind=7,177,241.22485997476656
Baseline FL,Moon - Wind=7,178,124.33819410068071
Baseline FL,Moon - Wind=7,179,263.0529878896907
Baseline FL,Moon - Wind=7,180,180.2759394459635
Baseline FL,Moon - Wind=7,181,-112.67378720566514
Baseline FL,Moon - Wind=7,182,-238.62554470220454
Baseline FL,Moon - Wind=7,183,242.73852067582533
Baseline FL,Moon - Wind=7,184,100.65831431589041
Baseline FL,Moon - Wind=7,185,265.1953951989339
Baseline FL,Moon - Wind=7,186,127.29882463251494
Baseline FL,Moon - Wind=7,187,290.5951212019632
Baseline FL,Moon - Wind=7,188,251.0253799747236
Baseline FL,Moon - Wind=7,189,302.1637253379508
Baseline FL,Moon - Wind=7,190,-161.59429855261683
Baseline FL,Moon - Wind=7,191,-147.4628355373915
Baseline FL,Moon - Wind=7,192,199.42168610069916
Baseline FL,Moon - Wind=7,193,-168.45278936701902
Baseline FL,Moon - Wind=7,194,266.53823337428184
Baseline FL,Moon - Wind=7,195,284.76082573221254
Baseline FL,Moon - Wind=7,196,247.3375981901163
Baseline FL,Moon - Wind=7,197,-214.50729572740647
Baseline FL,Moon - Wind=7,198,120.51438310697678
Baseline FL,Moon - Wind=7,199,277.55590079784065
Baseline FL,Moon - Wind=7,200,283.4133915145337
Baseline FL,Turbulence,1,287.3262130343426
Baseline FL,Turbulence,2,292.0413599184434
Baseline FL,Turbulence,3,29.030711221197322
Baseline FL,Turbulence,4,237.93882386341247
Baseline FL,Turbulence,5,33.27431146978523
Baseline FL,Turbulence,6,225.9736269853586
Baseline FL,Turbulence,7,259.33536727234934
Baseline FL,Turbulence,8,263.40549359176975
Baseline FL,Turbulence,9,217.16117674304672
Baseline FL,Turbulence,10,267.675922754005
Baseline FL,Turbulence,11,255.27245830949383
Baseline FL,Turbulence,12,240.00493395713073
Baseline FL,Turbulence,13,14.744815557683609
Baseline FL,Turbulence,14,274.5615233191019
Baseline FL,Turbulence,15,314.0577405977913
Baseline FL,Turbulence,16,278.31367575447547
Baseline FL,Turbulence,17,200.95586484039688
Baseline FL,Turbulence,18,263.88073086183056
Baseline FL,Turbulence,19,62.47914257241865
Baseline FL,Turbulence,20,27.877973929434688
Baseline FL,Turbulence,21,316.6511475995459
Baseline FL,Turbulence,22,295.2372647703923
Baseline FL,Turbulence,23,51.766542553261246
Baseline FL,Turbulence,24,27.504911385820023
Baseline FL,Turbulence,25,273.48303597518714
Baseline FL,Turbulence,26,-1.059895195470716
Baseline FL,Turbulence,27,-6.901334796300901
Baseline FL,Turbulence,28,289.8225383431253
Baseline FL,Turbulence,29,254.267044802487
Baseline FL,Turbulence,30,59.9873776699105
Baseline FL,Turbulence,31,268.1649363369208
Baseline FL,Turbulence,32,261.7121594738445
Baseline FL,Turbulence,33,301.3267361777247
Baseline FL,Turbulence,34,250.49433043714788
Baseline FL,Turbulence,35,17.55460128183887
Baseline FL,Turbulence,36,300.5295744171078
Baseline FL,Turbulence,37,252.72895667437888
Baseline FL,Turbulence,38,3.269896576905694
Baseline FL,Turbulence,39,268.98659127742206
Baseline FL,Turbulence,40,242.8632795717516
Baseline FL,Turbulence,41,158.81478842768786
Baseline FL,Turbulence,42,286.8113582585758
Baseline FL,Turbulence,43,256.3654155293582
Baseline FL,Turbulence,44,290.66214165223
Baseline FL,Turbulence,45,248.9912951457517
Baseline FL,Turbulence,46,223.09122865850586
Baseline FL,Turbulence,47,291.0769298622142
Baseline FL,Turbulence,48,269.6294252603451
Baseline FL,Turbulence,49,276.29084071968526
Baseline FL,Turbulence,50,25.773529404541407
Baseline FL,Turbulence,51,273.3065477479183
Baseline FL,Turbulence,52,284.9138875510855
Baseline FL,Turbulence,53,61.36096388769985
Baseline FL,Turbulence,54,272.96069427190236
Baseline FL,Turbulence,55,57.634197258740244
Baseline FL,Turbulence,56,247.63002854722714
Baseline FL,Turbulence,57,215.55540201422428
Baseline FL,Turbulence,58,6.602224638857706
Baseline FL,Turbulence,59,47.05270126507955
Baseline FL,Turbulence,60,271.5690827865409
Baseline FL,Turbulence,61,248.28928994617502
Baseline FL,Turbulence,62,296.4077076328262
Baseline FL,Turbulence,63,10.453354492673455
Baseline FL,Turbulence,64,43.97456749017323
Baseline FL,Turbulence,65,3.8858096310323447
Baseline FL,Turbulence,66,73.09177656077571
Baseline FL,Turbulence,67,278.5526311221673
Baseline FL,Turbulence,68,245.7675692550503
Baseline FL,Turbulence,69,288.4596638648111
Baseline FL,Turbulence,70,283.17198910601024
Baseline FL,Turbulence,71,-22.577262471732766
Baseline FL,Turbulence,72,254.6749927409219
Baseline FL,Turbulence,73,275.15263030402724
Baseline FL,Turbulence,74,269.9120055419857
Baseline FL,Turbulence,75,269.4591446741332
Baseline FL,Turbulence,76,306.1407895378877
Baseline FL,Turbulence,77,278.9214732910975
Baseline FL,Turbulence,78,287.7819603711471
Baseline FL,Turbulence,79,33.949364024131654
Baseline FL,Turbulence,80,265.40789117984764
Baseline FL,Turbulence,81,25.14268093202108
Baseline FL,Turbulence,82,42.66660127812921
Baseline FL,Turbulence,83,18.812964936365674
Baseline FL,Turbulence,84,266.0883436822645
Baseline FL,Turbulence,85,302.593260659323
Baseline FL,Turbulence,86,303.31452602854404
Baseline FL,Turbulence,87,14.667184419352623
Baseline FL,Turbulence,88,124.6010487910411
Baseline FL,Turbulence,89,287.9751215059041
Baseline FL,Turbulence,90,34.201378563235124
Baseline FL,Turbulence,91,297.09184491157134
Baseline FL,Turbulence,92,108.96491576207238
Baseline FL,Turbulence,93,279.8191924712536
Baseline FL,Turbulence,94,29.411568057150447
Baseline FL,Turbulence,95,256.35476644165675
Baseline FL,Turbulence,96,155.46683630538573
Baseline FL,Turbulence,97,257.43486913444366
Baseline FL,Turbulence,98,239.25690289106305
Baseline FL,Turbulence,99,-21.09843996267989
Baseline FL,Turbulence,100,39.36476995310272
Baseline FL,Turbulence,101,19.211368485833717
Baseline FL,Turbulence,102,14.829086184944387
Baseline FL,Turbulence,103,156.38237576287744
Baseline FL,Turbulence,104,253.9852493245492
Baseline FL,Turbulence,105,283.124864115553
Baseline FL,Turbulence,106,34.54274019357612
Baseline FL,Turbulence,107,139.73297537823296
Baseline FL,Turbulence,108,221.06422354767716
Baseline FL,Turbulence,109,277.34455780071363
Baseline FL,Turbulence,110,46.62868685252161
Baseline FL,Turbulence,111,168.05207576953205
Baseline FL,Turbulence,112,18.53974814934881
Baseline FL,Turbulence,113,74.58143849131264
Baseline FL,Turbulence,114,290.36852262636376
Baseline FL,Turbulence,115,18.29029728964551
Baseline FL,Turbulence,116,281.3493459222218
Baseline FL,Turbulence,117,226.06448865757073
Baseline FL,Turbulence,118,261.2250472265613
Baseline FL,Turbulence,119,272.77938171304766
Baseline FL,Turbulence,120,138.61946747413865
Baseline FL,Turbulence,121,13.507469112202628
Baseline FL,Turbulence,122,42.742846153645274
Baseline FL,Turbulence,123,269.00336195726135
Baseline FL,Turbulence,124,55.851675262268685
Baseline FL,Turbulence,125,230.59894425242385
Baseline FL,Turbulence,126,248.25547511275153
Baseline FL,Turbulence,127,-55.558217287101726
Baseline FL,Turbulence,128,241.1383603829195
Baseline FL,Turbulence,129,245.02167269178884
Baseline FL,Turbulence,130,281.8412937348751
Baseline FL,Turbulence,131,287.0139971745517
Baseline FL,Turbulence,132,248.5648594932481
Baseline FL,Turbulence,133,270.1214360853885
Baseline FL,Turbulence,134,255.1377708905072
Baseline FL,Turbulence,135,48.15732740828295
Baseline FL,Turbulence,136,267.48419404838813
Baseline FL,Turbulence,137,-11.011850509435263
Baseline FL,Turbulence,138,50.403205619493576
Baseline FL,Turbulence,139,295.37841818550316
Baseline FL,Turbulence,140,228.37566280071
Baseline FL,Turbulence,141,272.3586374981826
Baseline FL,Turbulence,142,68.0882525953771
Baseline FL,Turbulence,143,29.69781201544319
Baseline FL,Turbulence,144,236.71979766732738
Baseline FL,Turbulence,145,6.483811587360407
Baseline FL,Turbulence,146,62.19973877580588
Baseline FL,Turbulence,147,10.878356857271541
Baseline FL,Turbulence,148,-57.57234361931687
Baseline FL,Turbulence,149,2.5348866558660745
Baseline FL,Turbulence,150,254.98390434176073
Baseline FL,Turbulence,151,31.705494887829673
Baseline FL,Turbulence,152,242.5673491830344
Baseline FL,Turbulence,153,119.70950901002902
Baseline FL,Turbulence,154,219.3621231389197
Baseline FL,Turbulence,155,301.6585328104078
Baseline FL,Turbulence,156,16.463739006828717
Baseline FL,Turbulence,157,-2.597479091596483
Baseline FL,Turbulence,158,271.40181405665146
Baseline FL,Turbulence,159,34.00842588768998
Baseline FL,Turbulence,160,253.01573183987495
Baseline FL,Turbulence,161,35.7676004405713
Baseline FL,Turbulence,162,268.5938394329812
Baseline FL,Turbulence,163,262.04158928317565
Baseline FL,Turbulence,164,282.49705666930805
Baseline FL,Turbulence,165,291.3024666967027
Baseline FL,Turbulence,166,276.5798541085476
Baseline FL,Turbulence,167,249.2522015073004
Baseline FL,Turbulence,168,255.85670429709592
Baseline FL,Turbulence,169,41.88656566966273
Baseline FL,Turbulence,170,135.3684837500126
Baseline FL,Turbulence,171,33.98520043927624
Baseline FL,Turbulence,172,34.07678677484719
Baseline FL,Turbulence,173,297.5899022292087
Baseline FL,Turbulence,174,285.07100731357775
Baseline FL,Turbulence,175,279.37874505484393
Baseline FL,Turbulence,176,21.1152255916479
Baseline FL,Turbulence,177,41.42989258617138
Baseline FL,Turbulence,178,285.68559687527824
Baseline FL,Turbulence,179,273.1502008300339
Baseline FL,Turbulence,180,216.71261648267523
Baseline FL,Turbulence,181,268.4065616512147
Baseline FL,Turbulence,182,271.202788870817
Baseline FL,Turbulence,183,276.1751125512237
Baseline FL,Turbulence,184,-4.0316914024738395
Baseline FL,Turbulence,185,24.689827958229742
Baseline FL,Turbulence,186,184.34294187304803
Baseline FL,Turbulence,187,52.266983994463914
Baseline FL,Turbulence,188,178.1442778445848
Baseline FL,Turbulence,189,252.8432139942222
Baseline FL,Turbulence,190,311.904223714766
Baseline FL,Turbulence,191,317.08879486813566
Baseline FL,Turbulence,192,240.11613636130488
Baseline FL,Turbulence,193,243.24705263645725
Baseline FL,Turbulence,194,40.60251629274748
Baseline FL,Turbulence,195,35.96459535152576
Baseline FL,Turbulence,196,277.63918855966176
Baseline FL,Turbulence,197,253.79109697964714
Baseline FL,Turbulence,198,296.7055894141391
Baseline FL,Turbulence,199,265.89935454310626
Baseline FL,Turbulence,200,274.00927890594824
Model EPS=100,Earth - No Wind,1,-316.28820023274
Model EPS=100,Earth - No Wind,2,-437.7143651044609
Model EPS=100,Earth - No Wind,3,-313.3706139153811
Model EPS=100,Earth - No Wind,4,-400.99964222396557
Model EPS=100,Earth - No Wind,5,-345.0918941991228
Model EPS=100,Earth - No Wind,6,-337.4823388683982
Model EPS=100,Earth - No Wind,7,-378.6827779331845
Model EPS=100,Earth - No Wind,8,-301.84576664990595
Model EPS=100,Earth - No Wind,9,-276.8693967432239
Model EPS=100,Earth - No Wind,10,-272.25135569394683
Model EPS=100,Earth - No Wind,11,-418.95888052739565
Model EPS=100,Earth - No Wind,12,-583.3342053097037
Model EPS=100,Earth - No Wind,13,-287.78474945852315
Model EPS=100,Earth - No Wind,14,-330.521767173523
Model EPS=100,Earth - No Wind,15,-382.02536015025873
Model EPS=100,Earth - No Wind,16,-640.6193337948501
Model EPS=100,Earth - No Wind,17,-332.47054505219967
Model EPS=100,Earth - No Wind,18,-492.14992406779334
Model EPS=100,Earth - No Wind,19,-443.08320989249904
Model EPS=100,Earth - No Wind,20,-301.10688431361535
Model EPS=100,Earth - No Wind,21,-600.8788620697154
Model EPS=100,Earth - No Wind,22,-403.8768222849771
Model EPS=100,Earth - No Wind,23,-384.90267119964625
Model EPS=100,Earth - No Wind,24,-310.22050874542833
Model EPS=100,Earth - No Wind,25,-530.0208141674927
Model EPS=100,Earth - No Wind,26,-325.4915578412681
Model EPS=100,Earth - No Wind,27,-337.6688681161205
Model EPS=100,Earth - No Wind,28,-304.11817252343576
Model EPS=100,Earth - No Wind,29,-436.9241643815826
Model EPS=100,Earth - No Wind,30,-275.4530012736649
Model EPS=100,Earth - No Wind,31,-384.0733252797896
Model EPS=100,Earth - No Wind,32,-418.7339013901461
Model EPS=100,Earth - No Wind,33,-168.72788737113373
Model EPS=100,Earth - No Wind,34,-371.7777350960189
Model EPS=100,Earth - No Wind,35,-471.269967709159
Model EPS=100,Earth - No Wind,36,-592.2422515803721
Model EPS=100,Earth - No Wind,37,-421.9240767349072
Model EPS=100,Earth - No Wind,38,-400.66174153557665
Model EPS=100,Earth - No Wind,39,-329.89476760420644
Model EPS=100,Earth - No Wind,40,-405.0650208406824
Model EPS=100,Earth - No Wind,41,-340.50437608932725
Model EPS=100,Earth - No Wind,42,-349.3684085996727
Model EPS=100,Earth - No Wind,43,-272.24975723213686
Model EPS=100,Earth - No Wind,44,-446.02857051444136
Model EPS=100,Earth - No Wind,45,-256.7220902482369
Model EPS=100,Earth - No Wind,46,-604.7648704936569
Model EPS=100,Earth - No Wind,47,-299.92621742595924
Model EPS=100,Earth - No Wind,48,-333.4181642287132
Model EPS=100,Earth - No Wind,49,-231.80947725735706
Model EPS=100,Earth - No Wind,50,-617.396309427094
Model EPS=100,Earth - No Wind,51,-427.0124013181542
Model EPS=100,Earth - No Wind,52,-544.9305773509602
Model EPS=100,Earth - No Wind,53,-429.04484837943403
Model EPS=100,Earth - No Wind,54,-277.74298916197927
Model EPS=100,Earth - No Wind,55,-452.5007347345653
Model EPS=100,Earth - No Wind,56,-382.58685579525394
Model EPS=100,Earth - No Wind,57,-243.03300510723716
Model EPS=100,Earth - No Wind,58,-255.23255010675155
Model EPS=100,Earth - No Wind,59,-392.6043892708881
Model EPS=100,Earth - No Wind,60,-268.00738880083986
Model EPS=100,Earth - No Wind,61,-408.39440192674283
Model EPS=100,Earth - No Wind,62,-262.5102988623846
Model EPS=100,Earth - No Wind,63,-506.53545522402663
Model EPS=100,Earth - No Wind,64,-381.25880198792964
Model EPS=100,Earth - No Wind,65,-287.3464594346607
Model EPS=100,Earth - No Wind,66,-437.01679382326586
Model EPS=100,Earth - No Wind,67,-406.61629572983475
Model EPS=100,Earth - No Wind,68,-284.7122323408814
Model EPS=100,Earth - No Wind,69,-296.9037889888493
Model EPS=100,Earth - No Wind,70,-556.0635716872127
Model EPS=100,Earth - No Wind,71,-388.31117391128845
Model EPS=100,Earth - No Wind,72,-276.9159791382332
Model EPS=100,Earth - No Wind,73,-308.1679440771823
Model EPS=100,Earth - No Wind,74,-260.82857337605685
Model EPS=100,Earth - No Wind,75,-678.6311700593013
Model EPS=100,Earth - No Wind,76,-365.62014050033883
Model EPS=100,Earth - No Wind,77,-418.3051603184724
Model EPS=100,Earth - No Wind,78,-283.68392841943944
Model EPS=100,Earth - No Wind,79,-364.80363118657743
Model EPS=100,Earth - No Wind,80,-541.2208223137075
Model EPS=100,Earth - No Wind,81,-370.3184637656135
Model EPS=100,Earth - No Wind,82,-416.43451718301543
Model EPS=100,Earth - No Wind,83,-271.6056600189181
Model EPS=100,Earth - No Wind,84,-420.36136977202693
Model EPS=100,Earth - No Wind,85,-297.9235391501359
Model EPS=100,Earth - No Wind,86,-528.2982487780403
Model EPS=100,Earth - No Wind,87,-563.3581547582778
Model EPS=100,Earth - No Wind,88,-273.1728494889838
Model EPS=100,Earth - No Wind,89,-415.21736412707327
Model EPS=100,Earth - No Wind,90,-317.63867816426836
Model EPS=100,Earth - No Wind,91,-420.94033564463575
Model EPS=100,Earth - No Wind,92,-665.6315351387123
Model EPS=100,Earth - No Wind,93,-290.44500837774297
Model EPS=100,Earth - No Wind,94,-184.54103928477602
Model EPS=100,Earth - No Wind,95,-344.1713547813641
Model EPS=100,Earth - No Wind,96,-365.41331771667495
Model EPS=100,Earth - No Wind,97,-534.4408573072741
Model EPS=100,Earth - No Wind,98,-507.53016618771727
Model EPS=100,Earth - No Wind,99,-308.6648366604625
Model EPS=100,Earth - No Wind,100,-335.5204982426654
Model EPS=100,Earth - No Wind,101,-285.47601234993175
Model EPS=100,Earth - No Wind,102,-445.04603094876325
Model EPS=100,Earth - No Wind,103,-307.23477408850135
Model EPS=100,Earth - No Wind,104,-392.53789012525533
Model EPS=100,Earth - No Wind,105,-364.7366150413836
Model EPS=100,Earth - No Wind,106,-258.91284868735363
Model EPS=100,Earth - No Wind,107,-384.2126156719503
Model EPS=100,Earth - No Wind,108,-646.4444004627666
Model EPS=100,Earth - No Wind,109,-512.4138800311994
Model EPS=100,Earth - No Wind,110,-232.36407184258906
Model EPS=100,Earth - No Wind,111,-160.54919425468566
Model EPS=100,Earth - No Wind,112,-425.6241898001749
Model EPS=100,Earth - No Wind,113,-425.2903262398316
Model EPS=100,Earth - No Wind,114,-316.88084351101634
Model EPS=100,Earth - No Wind,115,-254.83310282481574
Model EPS=100,Earth - No Wind,116,-442.21490627543074
Model EPS=100,Earth - No Wind,117,-384.64817438772553
Model EPS=100,Earth - No Wind,118,-437.01155476148193
Model EPS=100,Earth - No Wind,119,-289.2416528694149
Model EPS=100,Earth - No Wind,120,-410.9446733422202
Model EPS=100,Earth - No Wind,121,-221.67377592660895
Model EPS=100,Earth - No Wind,122,-658.3774264475617
Model EPS=100,Earth - No Wind,123,-310.0361671112238
Model EPS=100,Earth - No Wind,124,-308.10610133602785
Model EPS=100,Earth - No Wind,125,-445.2014274430911
Model EPS=100,Earth - No Wind,126,-413.66369612880663
Model EPS=100,Earth - No Wind,127,-360.19941242827474
Model EPS=100,Earth - No Wind,128,-353.0946601270913
Model EPS=100,Earth - No Wind,129,-606.500880011115
Model EPS=100,Earth - No Wind,130,-327.6143722289539
Model EPS=100,Earth - No Wind,131,-221.79278916235657
Model EPS=100,Earth - No Wind,132,-416.65657147653565
Model EPS=100,Earth - No Wind,133,-404.0904219108513
Model EPS=100,Earth - No Wind,134,-268.6708235576051
Model EPS=100,Earth - No Wind,135,-224.38084734137777
Model EPS=100,Earth - No Wind,136,-292.33041332560833
Model EPS=100,Earth - No Wind,137,-372.8898626701876
Model EPS=100,Earth - No Wind,138,-350.0784362377967
Model EPS=100,Earth - No Wind,139,-437.8207255658099
Model EPS=100,Earth - No Wind,140,-320.4747056625559
Model EPS=100,Earth - No Wind,141,-273.40900744427165
Model EPS=100,Earth - No Wind,142,-421.2116465181871
Model EPS=100,Earth - No Wind,143,-310.4737704510163
Model EPS=100,Earth - No Wind,144,-314.41735748201455
