Model,Scenario,Episode Number,Reward
Single Earth,Moon - Wind=15,111,281.1111583321807
Single Earth,Moon - Wind=15,112,264.97454436802343
Single Earth,Moon - Wind=15,113,273.9343880845164
Single Earth,Moon - Wind=15,114,-70.26604716507742
Single Earth,Moon - Wind=15,115,-69.50465607920896
Single Earth,Moon - Wind=15,116,-124.68728950182324
Single Earth,Moon - Wind=15,117,-143.46748160255913
Single Earth,Moon - Wind=15,118,195.0455929347769
Single Earth,Moon - Wind=15,119,140.97145336096702
Single Earth,Moon - Wind=15,120,-124.29218498423144
Single Earth,Moon - Wind=15,121,-225.31360370385175
Single Earth,Moon - Wind=15,122,-227.30650204769574
Single Earth,Moon - Wind=15,123,-240.69075678978467
Single Earth,Moon - Wind=15,124,-179.12246964386358
Single Earth,Moon - Wind=15,125,181.84794139105432
Single Earth,Moon - Wind=15,126,93.91168515470792
Single Earth,Moon - Wind=15,127,-214.75821355361063
Single Earth,Moon - Wind=15,128,-132.7631842991313
Single Earth,Moon - Wind=15,129,272.2731578158289
Single Earth,Moon - Wind=15,130,-25.267283000808916
Single Earth,Moon - Wind=15,131,-158.1284015320687
Single Earth,Moon - Wind=15,132,-226.3048409745241
Single Earth,Moon - Wind=15,133,-25.140325531890312
Single Earth,Moon - Wind=15,134,138.18932652256035
Single Earth,Moon - Wind=15,135,248.14867589081376
Single Earth,Moon - Wind=15,136,15.811671715234539
Single Earth,Moon - Wind=15,137,101.5027718938567
Single Earth,Moon - Wind=15,138,-191.53632202606943
Single Earth,Moon - Wind=15,139,270.2226984991903
Single Earth,Moon - Wind=15,140,138.8398383548454
Single Earth,Moon - Wind=15,141,-187.632766906347
Single Earth,Moon - Wind=15,142,-138.71947891531508
Single Earth,Moon - Wind=15,143,130.63173469202044
Single Earth,Moon - Wind=15,144,-153.67114214144834
Single Earth,Moon - Wind=15,145,218.09137818884415
Single Earth,Moon - Wind=15,146,202.54983808264444
Single Earth,Moon - Wind=15,147,-82.27857072624086
Single Earth,Moon - Wind=15,148,310.232481565146
Single Earth,Moon - Wind=15,149,-47.5740708968645
Single Earth,Moon - Wind=15,150,-148.85799826943975
Single Earth,Moon - Wind=15,151,-172.28883766254881
Single Earth,Moon - Wind=15,152,-50.09105954257615
Single Earth,Moon - Wind=15,153,279.65394102501375
Single Earth,Moon - Wind=15,154,-111.73759619426926
Single Earth,Moon - Wind=15,155,269.7384139368287
Single Earth,Moon - Wind=15,156,-175.9997895914745
Single Earth,Moon - Wind=15,157,290.7925897331916
Single Earth,Moon - Wind=15,158,-4.765158301994845
Single Earth,Moon - Wind=15,159,260.55661154715483
Single Earth,Moon - Wind=15,160,278.68166074099435
Single Earth,Moon - Wind=15,161,-140.97636089740772
Single Earth,Moon - Wind=15,162,95.3918032180086
Single Earth,Moon - Wind=15,163,231.03759909160033
Single Earth,Moon - Wind=15,164,-160.1884762249008
Single Earth,Moon - Wind=15,165,-221.7156329026801
Single Earth,Moon - Wind=15,166,82.18918442218563
Single Earth,Moon - Wind=15,167,113.378435146395
Single Earth,Moon - Wind=15,168,300.8238218417333
Single Earth,Moon - Wind=15,169,-142.471439916954
Single Earth,Moon - Wind=15,170,91.4066300186831
Single Earth,Moon - Wind=15,171,-203.1555152312974
Single Earth,Moon - Wind=15,172,-221.18158104731202
Single Earth,Moon - Wind=15,173,-147.18172620762172
Single Earth,Moon - Wind=15,174,-106.90959301861234
Single Earth,Moon - Wind=15,175,103.37107119182858
Single Earth,Moon - Wind=15,176,318.0070442524236
Single Earth,Moon - Wind=15,177,-179.62160826969532
Single Earth,Moon - Wind=15,178,-183.9162269148818
Single Earth,Moon - Wind=15,179,-232.7885370110681
Single Earth,Moon - Wind=15,180,-183.36256886132213
Single Earth,Moon - Wind=15,181,-182.22577659746776
Single Earth,Moon - Wind=15,182,-252.7332876777479
Single Earth,Moon - Wind=15,183,191.34670443321156
Single Earth,Moon - Wind=15,184,137.80005065576285
Single Earth,Moon - Wind=15,185,-145.4471587224867
Single Earth,Moon - Wind=15,186,39.78980455811083
Single Earth,Moon - Wind=15,187,282.01142424132615
Single Earth,Moon - Wind=15,188,-72.92386986773816
Single Earth,Moon - Wind=15,189,-164.71998882903952
Single Earth,Moon - Wind=15,190,128.71228029435272
Single Earth,Moon - Wind=15,191,-4.391939323318368
Single Earth,Moon - Wind=15,192,-262.60369721582265
Single Earth,Moon - Wind=15,193,278.43106700821806
Single Earth,Moon - Wind=15,194,306.14516197054627
Single Earth,Moon - Wind=15,195,255.84659570634537
Single Earth,Moon - Wind=15,196,136.20765112730393
Single Earth,Moon - Wind=15,197,-257.5754947936432
Single Earth,Moon - Wind=15,198,277.50264539342834
Single Earth,Moon - Wind=15,199,-47.45533805615548
Single Earth,Moon - Wind=15,200,212.30993136160066
Single Earth,Earth - Wind=6,1,252.30183020007271
Single Earth,Earth - Wind=6,2,257.7240823390812
Single Earth,Earth - Wind=6,3,113.47012387601224
Single Earth,Earth - Wind=6,4,154.60539653221016
Single Earth,Earth - Wind=6,5,224.897896012443
Single Earth,Earth - Wind=6,6,227.35386867439894
Single Earth,Earth - Wind=6,7,235.51254155947754
Single Earth,Earth - Wind=6,8,194.76521817372384
Single Earth,Earth - Wind=6,9,244.20755776113018
Single Earth,Earth - Wind=6,10,236.33286136544902
Single Earth,Earth - Wind=6,11,267.94820875367986
Single Earth,Earth - Wind=6,12,265.55527930185474
Single Earth,Earth - Wind=6,13,267.7669806672935
Single Earth,Earth - Wind=6,14,238.99428303048472
Single Earth,Earth - Wind=6,15,249.10702239971914
Single Earth,Earth - Wind=6,16,278.50229483688804
Single Earth,Earth - Wind=6,17,274.3761295785995
Single Earth,Earth - Wind=6,18,270.7148991082769
Single Earth,Earth - Wind=6,19,264.39768234151205
Single Earth,Earth - Wind=6,20,243.94423471259773
Single Earth,Earth - Wind=6,21,254.80617454444655
Single Earth,Earth - Wind=6,22,215.37895254139517
Single Earth,Earth - Wind=6,23,233.40809678520924
Single Earth,Earth - Wind=6,24,221.454856465401
Single Earth,Earth - Wind=6,25,224.1754364501848
Single Earth,Earth - Wind=6,26,261.7926103685089
Single Earth,Earth - Wind=6,27,262.87560496792355
Single Earth,Earth - Wind=6,28,241.24965825364563
Single Earth,Earth - Wind=6,29,232.20577521014678
Single Earth,Earth - Wind=6,30,211.2400170100667
Single Earth,Earth - Wind=6,31,241.05935851759727
Single Earth,Earth - Wind=6,32,261.97635970185286
Single Earth,Earth - Wind=6,33,234.92518470037933
Single Earth,Earth - Wind=6,34,244.30227927655488
Single Earth,Earth - Wind=6,35,284.81992744037143
Single Earth,Earth - Wind=6,36,8.710084829205812
Single Earth,Earth - Wind=6,37,251.20972198732053
Single Earth,Earth - Wind=6,38,228.5605469797567
Single Earth,Earth - Wind=6,39,264.1689469113342
Single Earth,Earth - Wind=6,40,258.9649875907455
Single Earth,Earth - Wind=6,41,266.11059104454216
Single Earth,Earth - Wind=6,42,228.49755548051337
Single Earth,Earth - Wind=6,43,233.75343454589446
Single Earth,Earth - Wind=6,44,289.1718115982756
Single Earth,Earth - Wind=6,45,232.27963794143426
Single Earth,Earth - Wind=6,46,208.76985079294343
Single Earth,Earth - Wind=6,47,211.4671059300324
Single Earth,Earth - Wind=6,48,255.15783142522238
Single Earth,Earth - Wind=6,49,246.26217319291408
Single Earth,Earth - Wind=6,50,209.9684660007514
Single Earth,Earth - Wind=6,51,237.11891425429465
Single Earth,Earth - Wind=6,52,127.02513729043513
Single Earth,Earth - Wind=6,53,275.81798872811714
Single Earth,Earth - Wind=6,54,296.7626075477813
Single Earth,Earth - Wind=6,55,273.5969023661558
Single Earth,Earth - Wind=6,56,207.28377781222343
Single Earth,Earth - Wind=6,57,229.84084855363795
Single Earth,Earth - Wind=6,58,225.11296182119253
Single Earth,Earth - Wind=6,59,232.79015160342632
Single Earth,Earth - Wind=6,60,236.94950034939436
Single Earth,Earth - Wind=6,61,262.12701949982556
Single Earth,Earth - Wind=6,62,268.4547220134391
Single Earth,Earth - Wind=6,63,250.0575197114895
Single Earth,Earth - Wind=6,64,210.11529654579616
Single Earth,Earth - Wind=6,65,275.59984499059965
Single Earth,Earth - Wind=6,66,138.5360737771109
Single Earth,Earth - Wind=6,67,276.7896583727313
Single Earth,Earth - Wind=6,68,264.54058179261165
Single Earth,Earth - Wind=6,69,265.7575040835203
Single Earth,Earth - Wind=6,70,241.3636262070874
Single Earth,Earth - Wind=6,71,245.18156661520385
Single Earth,Earth - Wind=6,72,271.52202322563153
Single Earth,Earth - Wind=6,73,188.0121324038086
Single Earth,Earth - Wind=6,74,259.82128914716094
Single Earth,Earth - Wind=6,75,242.9503133361531
Single Earth,Earth - Wind=6,76,283.598564709476
Single Earth,Earth - Wind=6,77,160.96048304793842
Single Earth,Earth - Wind=6,78,229.92956578745412
Single Earth,Earth - Wind=6,79,253.77950908264094
Single Earth,Earth - Wind=6,80,274.3634449835479
Single Earth,Earth - Wind=6,81,231.79064308715286
Single Earth,Earth - Wind=6,82,237.15487127343545
Single Earth,Earth - Wind=6,83,230.4375118962732
Single Earth,Earth - Wind=6,84,278.67031625362915
Single Earth,Earth - Wind=6,85,4.48913409787086
Single Earth,Earth - Wind=6,86,261.55967948218404
Single Earth,Earth - Wind=6,87,234.30211562291024
Single Earth,Earth - Wind=6,88,217.33200432173848
Single Earth,Earth - Wind=6,89,280.1775650767203
Single Earth,Earth - Wind=6,90,230.4202217819834
Single Earth,Earth - Wind=6,91,204.33156314586802
Single Earth,Earth - Wind=6,92,271.3142163200047
Single Earth,Earth - Wind=6,93,279.628554794441
Single Earth,Earth - Wind=6,94,205.5133020214082
Single Earth,Earth - Wind=6,95,182.11562323075606
Single Earth,Earth - Wind=6,96,292.2254659740476
Single Earth,Earth - Wind=6,97,266.95918442831896
Single Earth,Earth - Wind=6,98,170.84251300836473
Single Earth,Earth - Wind=6,99,-23.24907543374637
Single Earth,Earth - Wind=6,100,282.0326619440408
Single Earth,Earth - Wind=6,101,-17.66375867080457
Single Earth,Earth - Wind=6,102,267.99085303995366
Single Earth,Earth - Wind=6,103,272.9325039994793
Single Earth,Earth - Wind=6,104,223.2180081715194
Single Earth,Earth - Wind=6,105,221.41585658679153
Single Earth,Earth - Wind=6,106,275.2305530957059
Single Earth,Earth - Wind=6,107,273.4596082035904
Single Earth,Earth - Wind=6,108,260.0074122320545
Single Earth,Earth - Wind=6,109,-16.37761165114472
Single Earth,Earth - Wind=6,110,194.3959975010088
Single Earth,Earth - Wind=6,111,284.8542715196757
Single Earth,Earth - Wind=6,112,183.42178308754313
Single Earth,Earth - Wind=6,113,244.1199061053299
Single Earth,Earth - Wind=6,114,223.74848687055749
Single Earth,Earth - Wind=6,115,282.7426340188231
Single Earth,Earth - Wind=6,116,196.703225312717
Single Earth,Earth - Wind=6,117,248.47364360508774
Single Earth,Earth - Wind=6,118,265.0134046325246
Single Earth,Earth - Wind=6,119,185.95545408853354
Single Earth,Earth - Wind=6,120,283.73686682215657
Single Earth,Earth - Wind=6,121,223.0221046613609
Single Earth,Earth - Wind=6,122,266.8900325057084
Single Earth,Earth - Wind=6,123,254.54384972641893
Single Earth,Earth - Wind=6,124,277.2251289336009
Single Earth,Earth - Wind=6,125,-42.272824422216175
Single Earth,Earth - Wind=6,126,259.95291955978337
Single Earth,Earth - Wind=6,127,255.93785531540584
Single Earth,Earth - Wind=6,128,268.4235019704064
Single Earth,Earth - Wind=6,129,269.9334018599191
Single Earth,Earth - Wind=6,130,234.04712184702115
Single Earth,Earth - Wind=6,131,241.03798640549303
Single Earth,Earth - Wind=6,132,224.43694798441487
Single Earth,Earth - Wind=6,133,-27.344755873412197
Single Earth,Earth - Wind=6,134,217.70915401755025
Single Earth,Earth - Wind=6,135,260.87633238002195
Single Earth,Earth - Wind=6,136,233.99219308609972
Single Earth,Earth - Wind=6,137,267.93693722404583
Single Earth,Earth - Wind=6,138,195.27594603797223
Single Earth,Earth - Wind=6,139,230.84426325935158
Single Earth,Earth - Wind=6,140,266.2776965419855
Single Earth,Earth - Wind=6,141,233.5953502629854
Single Earth,Earth - Wind=6,142,271.72635316683534
Single Earth,Earth - Wind=6,143,265.08975089692456
Single Earth,Earth - Wind=6,144,-4.9045904433311165
Single Earth,Earth - Wind=6,145,237.15626110828632
Single Earth,Earth - Wind=6,146,237.37373240998278
Single Earth,Earth - Wind=6,147,275.47078668700755
Single Earth,Earth - Wind=6,148,226.7283113679515
Single Earth,Earth - Wind=6,149,281.649944900646
Single Earth,Earth - Wind=6,150,232.70921468969803
Single Earth,Earth - Wind=6,151,248.58725725225707
Single Earth,Earth - Wind=6,152,278.3316400792248
Single Earth,Earth - Wind=6,153,229.51400216056948
Single Earth,Earth - Wind=6,154,238.70943791618922
Single Earth,Earth - Wind=6,155,172.88344108880278
Single Earth,Earth - Wind=6,156,247.80584049827462
Single Earth,Earth - Wind=6,157,230.02710293204328
Single Earth,Earth - Wind=6,158,197.1958316900879
Single Earth,Earth - Wind=6,159,254.13610284215497
Single Earth,Earth - Wind=6,160,254.5873610573743
Single Earth,Earth - Wind=6,161,263.4230428310714
Single Earth,Earth - Wind=6,162,242.3456304507531
Single Earth,Earth - Wind=6,163,229.38408655088995
Single Earth,Earth - Wind=6,164,233.0503477987992
Single Earth,Earth - Wind=6,165,183.748601747777
Single Earth,Earth - Wind=6,166,239.66729792878013
Single Earth,Earth - Wind=6,167,262.0054207101092
Single Earth,Earth - Wind=6,168,200.0817046853693
Single Earth,Earth - Wind=6,169,226.86723553508057
Single Earth,Earth - Wind=6,170,241.52198986512957
Single Earth,Earth - Wind=6,171,266.20375767611586
Single Earth,Earth - Wind=6,172,-42.2312512443592
Single Earth,Earth - Wind=6,173,245.33170771821196
Single Earth,Earth - Wind=6,174,237.13554894857705
Single Earth,Earth - Wind=6,175,216.21092587810912
Single Earth,Earth - Wind=6,176,259.7184397046842
Single Earth,Earth - Wind=6,177,270.66172325432944
Single Earth,Earth - Wind=6,178,260.8922994740939
Single Earth,Earth - Wind=6,179,223.6382680312813
Single Earth,Earth - Wind=6,180,241.62284147453315
Single Earth,Earth - Wind=6,181,201.0653798992381
Single Earth,Earth - Wind=6,182,266.1625935728357
Single Earth,Earth - Wind=6,183,224.35800866783103
Single Earth,Earth - Wind=6,184,188.63083601825707
Single Earth,Earth - Wind=6,185,259.21425553995874
Single Earth,Earth - Wind=6,186,252.30116904963182
Single Earth,Earth - Wind=6,187,258.4990789887855
Single Earth,Earth - Wind=6,188,236.9762162576179
Single Earth,Earth - Wind=6,189,232.8173842461717
Single Earth,Earth - Wind=6,190,264.8964166364543
Single Earth,Earth - Wind=6,191,221.37183360967924
Single Earth,Earth - Wind=6,192,189.34307973080996
Single Earth,Earth - Wind=6,193,258.1284199398083
Single Earth,Earth - Wind=6,194,229.17916445684182
Single Earth,Earth - Wind=6,195,273.4060815661878
Single Earth,Earth - Wind=6,196,240.0349678947794
Single Earth,Earth - Wind=6,197,212.8338784727808
Single Earth,Earth - Wind=6,198,144.09689466996593
Single Earth,Earth - Wind=6,199,223.30965552707016
Single Earth,Earth - Wind=6,200,286.69408245677664
Single Earth,Mars - Wind=8,1,-3.6441788035090212
Single Earth,Mars - Wind=8,2,279.067628531792
Single Earth,Mars - Wind=8,3,231.413950678058
Single Earth,Mars - Wind=8,4,-89.65660167854186
Single Earth,Mars - Wind=8,5,266.3473825866596
Single Earth,Mars - Wind=8,6,218.51553765973796
Single Earth,Mars - Wind=8,7,229.47777965657832
Single Earth,Mars - Wind=8,8,104.02411218723194
Single Earth,Mars - Wind=8,9,258.22403705728567
Single Earth,Mars - Wind=8,10,289.81989100002534
Single Earth,Mars - Wind=8,11,-127.76744518218905
Single Earth,Mars - Wind=8,12,225.02130235682768
Single Earth,Mars - Wind=8,13,261.51599642388265
Single Earth,Mars - Wind=8,14,271.2422987380202
Single Earth,Mars - Wind=8,15,255.12207925161698
Single Earth,Mars - Wind=8,16,242.68620656797208
Single Earth,Mars - Wind=8,17,291.6108986778935
Single Earth,Mars - Wind=8,18,-151.8679085535141
Single Earth,Mars - Wind=8,19,-101.48956180804704
Single Earth,Mars - Wind=8,20,257.96931658884256
Single Earth,Mars - Wind=8,21,280.7441229640373
Single Earth,Mars - Wind=8,22,255.86846704215537
Single Earth,Mars - Wind=8,23,134.05132982083654
Single Earth,Mars - Wind=8,24,-101.81151240644168
Single Earth,Mars - Wind=8,25,283.9561288998407
Single Earth,Mars - Wind=8,26,249.6149324813619
Single Earth,Mars - Wind=8,27,-172.62252132213774
Single Earth,Mars - Wind=8,28,239.3487785450464
Single Earth,Mars - Wind=8,29,124.80394536924065
Single Earth,Mars - Wind=8,30,123.29962599501931
Single Earth,Mars - Wind=8,31,272.18548269633413
Single Earth,Mars - Wind=8,32,284.5117066446049
Single Earth,Mars - Wind=8,33,270.52999619872793
Single Earth,Mars - Wind=8,34,277.5507965665589
Single Earth,Mars - Wind=8,35,244.4205888067793
Single Earth,Mars - Wind=8,36,-194.2234850066826
Single Earth,Mars - Wind=8,37,119.35060446329477
Single Earth,Mars - Wind=8,38,269.75607730631145
Single Earth,Mars - Wind=8,39,-26.055599186885743
Single Earth,Mars - Wind=8,40,231.7269700416909
Single Earth,Mars - Wind=8,41,-92.3566774631345
Single Earth,Mars - Wind=8,42,259.45131412586795
Single Earth,Mars - Wind=8,43,167.36658849114374
Single Earth,Mars - Wind=8,44,-7.79483659608654
Single Earth,Mars - Wind=8,45,247.26385121611028
Single Earth,Mars - Wind=8,46,-21.11627305946446
Single Earth,Mars - Wind=8,47,19.29521761699624
Single Earth,Mars - Wind=8,48,231.03501928400442
Single Earth,Mars - Wind=8,49,299.36191627494605
Single Earth,Mars - Wind=8,50,-84.70525098979583
Single Earth,Mars - Wind=8,51,-76.73462590861425
Single Earth,Mars - Wind=8,52,262.72928750141494
Single Earth,Mars - Wind=8,53,115.06079481458607
Single Earth,Mars - Wind=8,54,229.75463096041287
Single Earth,Mars - Wind=8,55,116.88022595104994
Single Earth,Mars - Wind=8,56,275.8890196478956
Single Earth,Mars - Wind=8,57,-86.5983679849488
Single Earth,Mars - Wind=8,58,264.3894055937611
Single Earth,Mars - Wind=8,59,288.78870216351476
Single Earth,Mars - Wind=8,60,264.56878280500325
Single Earth,Mars - Wind=8,61,117.80656843836724
Single Earth,Mars - Wind=8,62,233.51338719264155
Single Earth,Mars - Wind=8,63,-22.34440977314175
Single Earth,Mars - Wind=8,64,284.46142096155705
Single Earth,Mars - Wind=8,65,-25.47991375842824
Single Earth,Mars - Wind=8,66,108.65419855440483
